index_oper,geo_lat,geo_lon,region
165131,61.283596,42.383692,29
165132,61.47897,42.428733,29
165133,61.545776,42.345397,29
165136,61.462104,42.559807,29
165149,61.063434,42.089395,29
165150,61.075229,42.11515,29
165151,61.051865,42.137491,29
165152,61.056298,42.09491,29
165160,62.10637,42.901445,29
165163,62.112581,42.980991,29
165170,61.683536,42.535795,29
165180,62.261083,42.833254,29
165182,62.377247,42.951436,29
165189,62.103756,42.80325,29
165195,62.103756,42.80325,29
165198,61.959476,42.723803,29
165210,61.089604,43.160187,29
165220,61.069554,43.22889,29
165221,61.23486,44.699863,29
165224,60.962311,43.341494,29
165230,61.131837,43.339805,29
165235,61.318289,43.708204,29
165236,60.918006,43.191304,29
165240,61.404739,43.71425,29
165250,61.607532226,43.945409009,29
165261,61.081874,44.615332,29
165269,61.11427,44.83073,29
165270,61.057143,43.907001,29
165300,61.256159,46.634322,29
165302,61.26222,46.658945,29
165303,61.282498,46.653798,29
165304,61.18523,46.6286,29
165306,61.217173,46.627064,29
165308,61.255982,46.626875,29
165309,61.238653,46.641311,29
165311,61.275576,46.690916,29
165313,61.243129,46.6392,29
165320,61.278438,46.522985,29
165330,61.332031,46.932347,29
165333,61.39777,47.496929,29
165340,61.248128,46.869241,29
165346,61.269015,47.257484,29
165350,61.256159,46.634322,29
165370,61.082148,46.048405,29
165390,61.179639,46.548991,29
165391,61.082052,46.497383,29
165395,61.255982,46.626875,29
165430,61.558063,45.938838,29
165434,61.535023,46.011152,29
165438,61.622937,46.092036,29
165441,61.777245,46.875178,29
165460,61.782669,45.273384,29
165500,62.233309,45.003422,29
165502,62.160169,45.118442,29
165509,62.233309,45.003422,29
165511,61.997815,45.08639,29
165517,62.346027,44.681744,29
165521,62.336351,44.210371,29
165522,62.380484,43.955043,29
165526,62.401746,43.890176,29
165551,62.584262,45.930825,29
165559,62.23333,45.004572,29
165650,61.311829,47.192913,29
165651,61.314813,47.179959,29
165652,61.318699,47.150818,29
165653,61.313621,47.169916,29
165654,61.314726,47.159828,29
165680,61.114591,47.980591,29
165682,61.067509,48.178832,29
165690,61.156908,48.287339,29
165694,61.280133,48.480719,29
165710,61.571892,48.020459,29
165720,61.758639,48.541077,29
165721,61.744527,48.546952,29
165771,62.23224,48.924838,29
165780,62.169873,49.082222,29
165783,62.076363,48.641545,29
165799,62.169873,49.082222,29
